"learner_id","task_id","measure","hours","total_h","mem_gb"
"CIF","kidtran","harrell_c",0.05,190.02,0.264346464
"CIF","liver","harrell_c",0.05,200.59,0.267466272
"CIF","lung","harrell_c",0.05,196.46,0.255442952
"CIF","metabric","harrell_c",0.2,741.27,0.261786216
"CIF","mgus","harrell_c",0.06,208.23,0.26383692
"CIF","nafld1","harrell_c",0.85,3186.98,0.28554196
"CIF","nwtco","harrell_c",0.48,1807.62,0.2852282
"CIF","ova","harrell_c",0.06,212.59,0.277975696
"CIF","patient","harrell_c",0.19,711.44,0.257950928
"CIF","rdata","harrell_c",0.06,218.06,0.263434808
"CIF","std","harrell_c",0.26,982.25,0.277757176
"CIF","support","harrell_c",0.46,1733.32,0.269985584
"CIF","tumor","harrell_c",0.05,204.4,0.282188928
"CIF","uis","harrell_c",0.06,220.72,0.274956088
"CIF","veteran","harrell_c",0.05,183.86,0.272989832
"CIF","wbc1","harrell_c",0.06,240.9,0.26988368
"CIF","whas","harrell_c",0.1,372.61,0.26723888
"CPH","ALL","harrell_c,rcll",0.02,0.09,0.211895328
"CPH","CarpenterFdaData","harrell_c,rcll",0.02,0.08,0.205213832
"CPH","aids.id","harrell_c,rcll",0.02,0.08,0.204485632
"CPH","aids2","harrell_c,rcll",0.01,0.07,0.211130712
"CPH","bladder0","harrell_c,rcll",0.02,0.08,0.204731184
"CPH","channing","harrell_c,rcll",0.01,0.07,0.207312632
"CPH","child","harrell_c,rcll",0.02,0.12,0.363185416
"CPH","colrec","harrell_c,rcll",0.02,0.09,0.23711456
"CPH","cost","harrell_c,rcll",0.02,0.08,0.207855744
"CPH","dataFTR","harrell_c,rcll",0.02,0.08,0.211914688
"CPH","dataSTR","harrell_c,rcll",0.02,0.08,0.205153408
"CPH","e1684","harrell_c,rcll",0.01,0.07,0.204766752
"CPH","flchain","harrell_c,rcll",0.02,0.08,0.222101088
"CPH","gbsg","harrell_c,rcll",0.02,0.08,0.21299296
"CPH","grace","harrell_c,rcll",0.02,0.09,0.207897488
"CPH","hdfail","harrell_c,rcll",0.02,0.11,0.461430824
"CPH","kidtran","harrell_c,rcll",0.01,0.07,0.208442112
"CPH","liver","harrell_c,rcll",0.01,0.07,0.205167192
"CPH","lung","harrell_c,rcll",0.01,0.07,0.207733656
"CPH","metabric","harrell_c,rcll",0.02,0.08,0.213703952
"CPH","mgus","harrell_c,rcll",0.02,0.08,0.207742064
"CPH","nafld1","harrell_c,rcll",0.02,0.08,0.230071608
"CPH","nwtco","harrell_c,rcll",0.02,0.09,0.226616144
"CPH","ova","harrell_c,rcll",0.02,0.08,0.20829812
"CPH","patient","harrell_c,rcll",0.02,0.08,0.205878376
"CPH","rdata","harrell_c,rcll",0.02,0.08,0.209835976
"CPH","std","harrell_c,rcll",0.01,0.07,0.209074696
"CPH","support","harrell_c,rcll",0.02,0.08,0.220139624
"CPH","tumor","harrell_c,rcll",0.01,0.07,0.2063596
"CPH","uis","harrell_c,rcll",0.01,0.07,0.208688688
"CPH","veteran","harrell_c,rcll",0.02,0.09,0.207873168
"CPH","wbc1","harrell_c,rcll",0.01,0.07,0.207943744
"CPH","whas","harrell_c,rcll",0.02,0.08,0.208577736
"CoxB","ALL","harrell_c,rcll",1.44,7.21,0.227405008
"CoxB","CarpenterFdaData","harrell_c,rcll",0.26,1.31,0.222152392
"CoxB","aids.id","harrell_c,rcll",0.22,1.08,0.221381
"CoxB","aids2","harrell_c,rcll",6.74,33.71,0.228016496
"CoxB","bladder0","harrell_c,rcll",0.21,1.03,0.221625712
"CoxB","channing","harrell_c,rcll",0.18,0.89,0.224254752
"CoxB","colrec","harrell_c,rcll",19.17,95.83,0.254032152
"CoxB","cost","harrell_c,rcll",0.38,1.9,0.224798128
"CoxB","dataFTR","harrell_c,rcll",1.61,8.04,0.22889
"CoxB","dataSTR","harrell_c,rcll",0.16,0.82,0.222048968
"CoxB","e1684","harrell_c,rcll",0.54,2.71,0.221663176
"CoxB","flchain","harrell_c,rcll",3.29,16.45,0.238195184
"CoxB","gbsg","harrell_c,rcll",2.19,10.93,0.229929208
"CoxB","grace","harrell_c,rcll",0.36,1.8,0.22483848
"CoxB","kidtran","harrell_c,rcll",0.45,2.26,0.225384632
"CoxB","liver","harrell_c,rcll",0.57,2.83,0.222061112
"CoxB","lung","harrell_c,rcll",0.12,0.59,0.224671128
"CoxB","metabric","harrell_c,rcll",1.79,8.97,0.230642
"CoxB","mgus","harrell_c,rcll",0.16,0.82,0.2246814
"CoxB","nafld1","harrell_c,rcll",1.01,5.06,0.247039408
"CoxB","nwtco","harrell_c,rcll",1.51,7.54,0.242122184
"CoxB","ova","harrell_c,rcll",0.23,1.17,0.225280488
"CoxB","patient","harrell_c,rcll",0.79,3.93,0.22276688
"CoxB","rdata","harrell_c,rcll",0.63,3.16,0.226812504
"CoxB","std","harrell_c,rcll",0.42,2.1,0.226009072
"CoxB","support","harrell_c,rcll",8.18,40.88,0.237107624
"CoxB","tumor","harrell_c,rcll",0.4,1.98,0.223294992
"CoxB","uis","harrell_c,rcll",0.47,2.36,0.225624576
"CoxB","veteran","harrell_c,rcll",0.27,1.35,0.224817792
"CoxB","wbc1","harrell_c,rcll",0.24,1.19,0.224883224
"CoxB","whas","harrell_c,rcll",0.29,1.45,0.225515168
"Flex","ALL","harrell_c",0.08,11.25,0.601192944
"Flex","CarpenterFdaData","harrell_c",0.05,8.1,0.302189232
"Flex","aids.id","harrell_c",0.05,8.02,0.30444324
"Flex","aids2","harrell_c",0.08,11.67,0.679375312
"Flex","bladder0","harrell_c",0.05,7.47,0.318636384
"Flex","channing","harrell_c",0.05,7.41,0.322168408
"Flex","child","harrell_c",0.54,81.23,4.50807272
"Flex","colrec","harrell_c",0.13,20.01,1.12560376
"Flex","cost","harrell_c",0.05,7.36,0.333839112
"Flex","dataFTR","harrell_c",0.08,11.81,0.591076248
"Flex","dataSTR","harrell_c",0.06,8.38,0.349599096
"Flex","e1684","harrell_c",0.05,7.03,0.293044536
"Flex","flchain","harrell_c",0.06,9.64,0.262612848
"Flex","gbsg","harrell_c",0.07,10.51,0.623817208
"Flex","grace","harrell_c",0.03,4.86,0.230571432
"Flex","hdfail","harrell_c",0.47,70.97,0.503830368
"Flex","kidtran","harrell_c",0.04,5.76,0.225250488
"Flex","liver","harrell_c",0.06,9.01,0.316506784
"Flex","lung","harrell_c",0.05,7.44,0.284339344
"Flex","metabric","harrell_c",0.07,10.82,0.562330856
"Flex","mgus","harrell_c",0.04,6.55,0.273869208
"Flex","nafld1","harrell_c",0.07,9.99,0.278030296
"Flex","nwtco","harrell_c",0.1,15.05,0.90363824
"Flex","ova","harrell_c",0.04,5.55,0.253731096
"Flex","patient","harrell_c",0.07,10.06,0.582212608
"Flex","rdata","harrell_c",0.06,9.24,0.43901336
"Flex","std","harrell_c",0.03,4.41,0.26925248
"Flex","support","harrell_c",0.09,13.7,0.886320752
"Flex","tumor","harrell_c",0.05,8.13,0.403506096
"Flex","uis","harrell_c",0.05,7.29,0.374756448
"Flex","veteran","harrell_c",0.04,5.25,0.313012232
"Flex","wbc1","harrell_c",0.05,6.86,0.30538048
"Flex","whas","harrell_c",0.04,5.68,0.361198968
"GLM","ALL","harrell_c",0.05,34.1,0.22711152
"GLM","CarpenterFdaData","harrell_c",0.05,34.96,0.24070896
"GLM","aids.id","harrell_c",0.05,35.86,0.220014944
"GLM","aids2","harrell_c",0.05,36.11,0.235616792
"GLM","bladder0","harrell_c",0.05,34.56,0.22884868
"GLM","channing","harrell_c",0.05,34.6,0.23216536
"GLM","child","harrell_c",0.05,39.56,0.389560088
"GLM","colrec","harrell_c",0.05,35.23,0.280560976
"GLM","cost","harrell_c",0.04,33.4,0.229232336
"GLM","dataFTR","harrell_c",0.05,33.81,0.239732192
"GLM","dataSTR","harrell_c",0.05,34.65,0.246343688
"GLM","e1684","harrell_c",0.04,32.48,0.226343728
"GLM","flchain","harrell_c",0.05,37.24,0.26744012
"GLM","gbsg","harrell_c",0.04,33.37,0.242469288
"GLM","grace","harrell_c",0.04,33.73,0.243789864
"GLM","hdfail","harrell_c",0.07,54.44,0.501721504
"GLM","kidtran","harrell_c",0.04,31.18,0.265166264
"GLM","liver","harrell_c",0.04,29.52,0.267962408
"GLM","lung","harrell_c",0.05,34.52,0.265342472
"GLM","metabric","harrell_c",0.05,37.3,0.24975956
"GLM","mgus","harrell_c",0.04,29.8,0.267828848
"GLM","nafld1","harrell_c",0.05,35.54,0.272883632
"GLM","nwtco","harrell_c",0.05,35.53,0.273394008
"GLM","ova","harrell_c",0.04,30.9,0.277978032
"GLM","patient","harrell_c",0.05,34.01,0.262585632
"GLM","rdata","harrell_c",0.05,35.33,0.263754504
"GLM","std","harrell_c",0.05,34.73,0.237217584
"GLM","support","harrell_c",0.04,30.83,0.277546568
"GLM","tumor","harrell_c",0.05,35.96,0.27578776
"GLM","uis","harrell_c",0.04,29.97,0.28169288
"GLM","veteran","harrell_c",0.04,30.49,0.243200904
"GLM","wbc1","harrell_c",0.04,29.56,0.268197528
"GLM","whas","harrell_c",0.04,30.39,0.281942064
"KM","ALL","harrell_c,rcll",0.02,0.08,0.211783976
"KM","CarpenterFdaData","harrell_c,rcll",0.02,0.08,0.205114952
"KM","aids.id","harrell_c,rcll",0.01,0.07,0.204385264
"KM","aids2","harrell_c,rcll",0.01,0.07,0.211015576
"KM","bladder0","harrell_c,rcll",0.01,0.07,0.204630656
"KM","channing","harrell_c,rcll",0.02,0.08,0.207233704
"KM","child","harrell_c,rcll",0.02,0.12,0.362887664
"KM","colrec","harrell_c,rcll",0.02,0.08,0.23698012
"KM","cost","harrell_c,rcll",0.02,0.08,0.204991768
"KM","dataFTR","harrell_c,rcll",0.02,0.08,0.211296072
"KM","dataSTR","harrell_c,rcll",0.02,0.09,0.205052352
"KM","e1684","harrell_c,rcll",0.01,0.07,0.20742932
"KM","flchain","harrell_c,rcll",0.02,0.09,0.222324096
"KM","gbsg","harrell_c,rcll",0.02,0.08,0.21064028
"KM","grace","harrell_c,rcll",0.02,0.08,0.205286392
"KM","hdfail","harrell_c,rcll",0.03,0.14,0.460984272
"KM","kidtran","harrell_c,rcll",0.02,0.08,0.208430664
"KM","liver","harrell_c,rcll",0.02,0.08,0.208191232
"KM","lung","harrell_c,rcll",0.01,0.07,0.207687584
"KM","metabric","harrell_c,rcll",0.01,0.07,0.213542552
"KM","mgus","harrell_c,rcll",0.02,0.09,0.204763056
"KM","nafld1","harrell_c,rcll",0.01,0.07,0.229896456
"KM","nwtco","harrell_c,rcll",0.02,0.08,0.22649156
"KM","ova","harrell_c,rcll",0.01,0.07,0.208037616
"KM","patient","harrell_c,rcll",0.02,0.08,0.208456648
"KM","rdata","harrell_c,rcll",0.01,0.07,0.20972304
"KM","std","harrell_c,rcll",0.01,0.07,0.2090232
"KM","support","harrell_c,rcll",0.02,0.09,0.217354632
"KM","tumor","harrell_c,rcll",0.02,0.08,0.208709632
"KM","uis","harrell_c,rcll",0.02,0.08,0.208459768
"KM","veteran","harrell_c,rcll",0.01,0.07,0.207813488
"KM","wbc1","harrell_c,rcll",0.02,0.08,0.208063256
"KM","whas","harrell_c,rcll",0.02,0.08,0.208280808
"MBO","ALL","harrell_c",0.22,650.6,0.229026272
"MBO","CarpenterFdaData","harrell_c",0.05,153.7,0.234705768
"MBO","aids.id","harrell_c",0.15,440.08,0.221650336
"MBO","aids2","harrell_c",0.16,481.75,0.226230408
"MBO","bladder0","harrell_c",0.23,683.17,0.24581744
"MBO","channing","harrell_c",0.06,175.99,0.253131
"MBO","colrec","harrell_c",17.7,53086.86,0.26346988
"MBO","cost","harrell_c",0.09,265.53,0.222297256
"MBO","dataFTR","harrell_c",0.25,745.87,0.242788224
"MBO","dataSTR","harrell_c",0.2,607.61,0.24276608
"MBO","e1684","harrell_c",0.14,420.5,0.233785424
"MBO","flchain","harrell_c",0.73,2195.53,0.228714488
"MBO","gbsg","harrell_c",0.1,305.52,0.247571176
"MBO","grace","harrell_c",0.09,271.8,0.236856976
"MBO","kidtran","harrell_c",0.07,218.65,0.262337216
"MBO","liver","harrell_c",0.17,517.37,0.24824688
"MBO","lung","harrell_c",0.15,443.64,0.238018808
"MBO","metabric","harrell_c",0.17,501.17,0.23668044
"MBO","mgus","harrell_c",0.05,138.79,0.245605136
"MBO","nafld1","harrell_c",0.14,421.71,0.25901108
"MBO","nwtco","harrell_c",0.45,1354.4,0.267978952
"MBO","ova","harrell_c",0.1,299.87,0.277888784
"MBO","patient","harrell_c",0.17,497.39,0.264301288
"MBO","rdata","harrell_c",0.84,2525.78,0.263572792
"MBO","std","harrell_c",0.16,481.99,0.270526712
"MBO","support","harrell_c",0.08,239.11,0.227605736
"MBO","tumor","harrell_c",0.07,208.54,0.264330048
"MBO","uis","harrell_c",0.17,524.33,0.24678524
"MBO","veteran","harrell_c",0.06,166.43,0.268369768
"MBO","wbc1","harrell_c",0.05,160.18,0.280361176
"MBO","whas","harrell_c",0.13,395.14,0.284665064
"NL","ALL","harrell_c,rcll",0.02,0.08,0.226001984
"NL","CarpenterFdaData","harrell_c,rcll",0.02,0.08,0.219330256
"NL","aids.id","harrell_c,rcll",0.02,0.08,0.218489664
"NL","aids2","harrell_c,rcll",0.01,0.07,0.22508512
"NL","bladder0","harrell_c,rcll",0.02,0.08,0.218848872
"NL","channing","harrell_c,rcll",0.01,0.07,0.22417548
"NL","child","harrell_c,rcll",0.02,0.11,0.377102776
"NL","colrec","harrell_c,rcll",0.01,0.07,0.25180488
"NL","cost","harrell_c,rcll",0.02,0.08,0.21906252
"NL","dataFTR","harrell_c,rcll",0.02,0.08,0.225513992
"NL","dataSTR","harrell_c,rcll",0.02,0.08,0.218478944
"NL","e1684","harrell_c,rcll",0.01,0.06,0.224369424
"NL","flchain","harrell_c,rcll",0.02,0.08,0.236538632
"NL","gbsg","harrell_c,rcll",0.02,0.08,0.224854992
"NL","grace","harrell_c,rcll",0.02,0.08,0.219501608
"NL","hdfail","harrell_c,rcll",0.03,0.13,0.475199296
"NL","kidtran","harrell_c,rcll",0.02,0.08,0.22537128
"NL","liver","harrell_c,rcll",0.01,0.07,0.225175616
"NL","lung","harrell_c,rcll",0.02,0.08,0.224628296
"NL","metabric","harrell_c,rcll",0.02,0.09,0.23048148
"NL","mgus","harrell_c,rcll",0.02,0.09,0.218980472
"NL","nafld1","harrell_c,rcll",0.02,0.09,0.246879336
"NL","nwtco","harrell_c,rcll",0.02,0.08,0.24059536
"NL","ova","harrell_c,rcll",0.01,0.06,0.22502148
"NL","patient","harrell_c,rcll",0.02,0.08,0.225397456
"NL","rdata","harrell_c,rcll",0.01,0.06,0.226663144
"NL","std","harrell_c,rcll",0.01,0.07,0.226005856
"NL","support","harrell_c,rcll",0.02,0.09,0.231569344
"NL","tumor","harrell_c,rcll",0.01,0.07,0.225649464
"NL","uis","harrell_c,rcll",0.01,0.06,0.225444736
"NL","veteran","harrell_c,rcll",0.01,0.06,0.224796952
"NL","wbc1","harrell_c,rcll",0.01,0.06,0.225003088
"NL","whas","harrell_c,rcll",0.01,0.07,0.225222456
"ORSF","ALL","harrell_c",0.05,68.41,0.226785592
"ORSF","CarpenterFdaData","harrell_c",0.05,68.25,0.219340576
"ORSF","aids.id","harrell_c",0.05,73.07,0.21917888
"ORSF","aids2","harrell_c",0.05,80.33,0.223951792
"ORSF","bladder0","harrell_c",0.05,67.84,0.22737036
"ORSF","channing","harrell_c",0.04,62.18,0.219232272
"ORSF","child","harrell_c",0.21,308.9,0.361639552
"ORSF","colrec","harrell_c",0.08,118.01,0.26269272
"ORSF","cost","harrell_c",0.04,64.62,0.231953768
"ORSF","dataFTR","harrell_c",0.05,69.52,0.220554672
"ORSF","dataSTR","harrell_c",0.05,72.26,0.219324464
"ORSF","e1684","harrell_c",0.03,52.1,0.239219592
"ORSF","flchain","harrell_c",0.06,83.83,0.237557272
"ORSF","gbsg","harrell_c",0.05,69.1,0.251281416
"ORSF","grace","harrell_c",0.05,75.64,0.231973928
"ORSF","hdfail","harrell_c",0.2,297.54,0.377481408
"ORSF","kidtran","harrell_c",0.04,52.83,0.247595456
"ORSF","liver","harrell_c",0.05,69.92,0.224537256
"ORSF","lung","harrell_c",0.04,65.52,0.251117536
"ORSF","metabric","harrell_c",0.05,68.06,0.275191768
"ORSF","mgus","harrell_c",0.03,51.88,0.261379456
"ORSF","nafld1","harrell_c",0.04,66.46,0.270321928
"ORSF","nwtco","harrell_c",0.05,69.1,0.26197784
"ORSF","ova","harrell_c",0.04,60.23,0.259018016
"ORSF","patient","harrell_c",0.05,68.84,0.254759728
"ORSF","rdata","harrell_c",0.05,70.37,0.264619416
"ORSF","std","harrell_c",0.05,78.33,0.24214888
"ORSF","support","harrell_c",0.07,103.49,0.275581032
"ORSF","tumor","harrell_c",0.04,66.28,0.275674648
"ORSF","uis","harrell_c",0.04,66.09,0.274859008
"ORSF","veteran","harrell_c",0.04,59.02,0.261594968
"ORSF","wbc1","harrell_c",0.04,59.98,0.265894456
"ORSF","whas","harrell_c",0.05,70.14,0.276247016
"Par","ALL","harrell_c",0.09,4.04,0.514826024
"Par","CarpenterFdaData","harrell_c",0.08,3.8,0.295443032
"Par","aids.id","harrell_c",0.07,3.28,0.28921216
"Par","aids2","harrell_c",0.09,4.04,0.581801088
"Par","bladder0","harrell_c",0.08,3.53,0.280722
"Par","channing","harrell_c",0.08,3.46,0.29814208
"Par","child","harrell_c",0.32,14.57,3.544676864
"Par","colrec","harrell_c",0.1,4.64,0.936631424
"Par","cost","harrell_c",0.08,3.54,0.313046536
"Par","dataFTR","harrell_c",0.08,3.81,0.528566056
"Par","dataSTR","harrell_c",0.07,3.21,0.314649144
"Par","e1684","harrell_c",0.08,3.51,0.27225208
"Par","flchain","harrell_c",0.09,3.92,0.745234968
"Par","gbsg","harrell_c",0.09,4.03,0.546531456
"Par","grace","harrell_c",0.07,3.11,0.391307912
"Par","hdfail","harrell_c",0.91,40.86,6.791561576
"Par","kidtran","harrell_c",0.08,3.65,0.252987696
"Par","liver","harrell_c",0.08,3.51,0.31477704
"Par","lung","harrell_c",0.08,3.57,0.291535376
"Par","metabric","harrell_c",0.08,3.38,0.494067168
"Par","mgus","harrell_c",0.07,3.05,0.264520928
"Par","nafld1","harrell_c",0.1,4.46,0.754715056
"Par","nwtco","harrell_c",0.09,4,0.771181824
"Par","ova","harrell_c",0.07,3.18,0.313557448
"Par","patient","harrell_c",0.09,3.85,0.524065272
"Par","rdata","harrell_c",0.07,3.14,0.398522656
"Par","std","harrell_c",0.07,3.23,0.378623248
"Par","support","harrell_c",0.08,3.74,0.778905024
"Par","tumor","harrell_c",0.07,3.16,0.375704112
"Par","uis","harrell_c",0.07,3.11,0.366386176
"Par","veteran","harrell_c",0.07,3.16,0.27689364
"Par","wbc1","harrell_c",0.07,3.22,0.295666864
"Par","whas","harrell_c",0.07,3.12,0.356776872
"Pen","ALL","harrell_c",0.04,63.71,0.228321552
"Pen","CarpenterFdaData","harrell_c",0.05,68.03,0.23624952
"Pen","aids.id","harrell_c",0.05,70.01,0.222286368
"Pen","aids2","harrell_c",0.05,70.89,0.227174592
"Pen","bladder0","harrell_c",0.04,61.69,0.225795832
"Pen","channing","harrell_c",0.05,68.36,0.226926224
"Pen","child","harrell_c",0.09,137.34,0.364070848
"Pen","colrec","harrell_c",0.05,78.65,0.261116696
"Pen","cost","harrell_c",0.04,61.96,0.222683952
"Pen","dataFTR","harrell_c",0.04,65.36,0.2390686
"Pen","dataSTR","harrell_c",0.04,66.18,0.23701644
"Pen","e1684","harrell_c",0.04,65.99,0.238211936
"Pen","flchain","harrell_c",0.04,65.97,0.249179368
"Pen","gbsg","harrell_c",0.05,70.45,0.265695088
"Pen","grace","harrell_c",0.04,65.5,0.251156672
"Pen","hdfail","harrell_c",0.07,111.9,0.402489896
"Pen","kidtran","harrell_c",0.04,60.72,0.254744224
"Pen","liver","harrell_c",0.05,67.57,0.247462256
"Pen","lung","harrell_c",0.05,68.16,0.244027672
"Pen","metabric","harrell_c",0.04,61.15,0.27524396
"Pen","mgus","harrell_c",0.05,72.78,0.255203432
"Pen","nafld1","harrell_c",0.05,71.04,0.278162176
"Pen","nwtco","harrell_c",0.07,102.17,0.240720504
"Pen","ova","harrell_c",0.05,70.69,0.241030488
"Pen","patient","harrell_c",0.04,59.23,0.257674176
"Pen","rdata","harrell_c",0.05,71.34,0.275627128
"Pen","std","harrell_c",0.04,60.72,0.273279976
"Pen","support","harrell_c",0.05,70.83,0.249953984
"Pen","tumor","harrell_c",0.06,90,0.267170568
"Pen","uis","harrell_c",0.04,63.35,0.25488492
"Pen","veteran","harrell_c",0.04,58.76,0.268181224
"Pen","wbc1","harrell_c",0.04,67.08,0.260462168
"Pen","whas","harrell_c",0.04,65.54,0.274870328
"RAN","ALL","harrell_c",0.09,334.38,0.219339888
"RAN","CarpenterFdaData","harrell_c",0.05,178.09,0.222960584
"RAN","aids.id","harrell_c",0.05,173.93,0.21816096
"RAN","aids2","harrell_c",0.07,259.35,0.219536504
"RAN","bladder0","harrell_c",0.04,156.57,0.227090904
"RAN","channing","harrell_c",0.05,182.63,0.251113464
"RAN","child","harrell_c",0.25,928.21,0.228965792
"RAN","colrec","harrell_c",0.1,361.23,0.220316928
"RAN","cost","harrell_c",0.05,186.2,0.233687424
"RAN","dataFTR","harrell_c",0.06,229.95,0.224803208
"RAN","dataSTR","harrell_c",0.05,177.18,0.2341766
"RAN","e1684","harrell_c",0.05,176.41,0.24455768
"RAN","flchain","harrell_c",0.1,364.54,0.219551912
"RAN","gbsg","harrell_c",0.42,1571.64,0.228825288
"RAN","grace","harrell_c",0.05,183.42,0.244965224
"RAN","hdfail","harrell_c",0.54,2028.65,0.262595088
"RAN","kidtran","harrell_c",0.04,164.12,0.238534288
"RAN","liver","harrell_c",0.05,177.82,0.25258808
"RAN","lung","harrell_c",0.05,174.51,0.26266596
"RAN","metabric","harrell_c",1.43,5343.92,0.249773968
"RAN","mgus","harrell_c",0.05,182.5,0.237067528
"RAN","nafld1","harrell_c",11.47,43001.27,0.254880624
"RAN","nwtco","harrell_c",0.07,249.55,0.219680464
"RAN","ova","harrell_c",0.04,159.94,0.256661368
"RAN","patient","harrell_c",0.06,221.15,0.257629336
"RAN","rdata","harrell_c",0.06,235.09,0.263811368
"RAN","std","harrell_c",0.04,156.8,0.261906608
"RAN","support","harrell_c",0.24,885.52,0.269254128
"RAN","tumor","harrell_c",0.04,162.88,0.266642224
"RAN","uis","harrell_c",0.05,198.84,0.26094584
"RAN","veteran","harrell_c",0.04,157.56,0.28161844
"RAN","wbc1","harrell_c",0.04,150.37,0.246253984
"RAN","whas","harrell_c",0.06,216.85,0.265853904
"RFSRC","ALL","harrell_c",0.06,234.63,0.222492728
"RFSRC","CarpenterFdaData","harrell_c",0.05,182.22,0.232675792
"RFSRC","aids.id","harrell_c",0.05,177.8,0.221362368
"RFSRC","aids2","harrell_c",0.28,1052.53,0.22272768
"RFSRC","bladder0","harrell_c",0.05,189.73,0.225311432
"RFSRC","channing","harrell_c",0.04,167.16,0.232911616
"RFSRC","child","harrell_c",0.27,1021.72,0.232154488
"RFSRC","colrec","harrell_c",0.09,323.79,0.237547248
"RFSRC","cost","harrell_c",0.05,200.64,0.23248436
"RFSRC","dataFTR","harrell_c",0.07,244.64,0.243520328
"RFSRC","dataSTR","harrell_c",0.05,169.64,0.241656816
"RFSRC","e1684","harrell_c",0.05,190.11,0.246208264
"RFSRC","flchain","harrell_c",0.09,338.32,0.252521984
"RFSRC","gbsg","harrell_c",0.11,413.44,0.23429
"RFSRC","grace","harrell_c",0.05,178.93,0.2552526
"RFSRC","hdfail","harrell_c",2.03,7615.66,0.242755
"RFSRC","kidtran","harrell_c",0.05,183.61,0.242990616
"RFSRC","liver","harrell_c",0.05,185.1,0.241295992
"RFSRC","lung","harrell_c",0.05,173.52,0.252862016
"RFSRC","metabric","harrell_c",0.05,181.51,0.263815752
"RFSRC","mgus","harrell_c",0.04,155.73,0.256458016
"RFSRC","nafld1","harrell_c",0.09,324.1,0.277537968
"RFSRC","nwtco","harrell_c",0.07,248.54,0.222833504
"RFSRC","ova","harrell_c",0.05,183.14,0.248353784
"RFSRC","patient","harrell_c",0.05,194.61,0.26193956
"RFSRC","rdata","harrell_c",0.05,185.18,0.284162904
"RFSRC","std","harrell_c",0.05,175.12,0.27963804
"RFSRC","support","harrell_c",0.06,223.48,0.2563654
"RFSRC","tumor","harrell_c",0.05,185.59,0.28423808
"RFSRC","uis","harrell_c",0.05,170.85,0.264333584
"RFSRC","veteran","harrell_c",0.04,149.32,0.276100248
"RFSRC","wbc1","harrell_c",0.04,157.37,0.276628672
"RFSRC","whas","harrell_c",0.04,155.78,0.289136896
"RRT","ALL","harrell_c",0.05,31.38,0.245159192
"RRT","CarpenterFdaData","harrell_c",0.04,30.42,0.22365444
"RRT","aids.id","harrell_c",0.04,30.87,0.203762408
