@relation 'CarpenterFdaData'
@attribute 'time' numeric
@attribute 'status' numeric
@attribute 'hcomm' numeric
@attribute 'hfloor' numeric
@attribute 'scomm' numeric
@attribute 'sfloor' numeric
@attribute 'prespart' numeric
@attribute 'demhsmaj' numeric
@attribute 'demsnmaj' numeric
@attribute 'orderent' numeric
@attribute 'stafcder' numeric
@attribute 'prevgenx' numeric
@attribute 'lethal' numeric
@attribute 'deathrt1' numeric
@attribute 'hosp01' numeric
@attribute 'hospdisc' numeric
@attribute 'hhosleng' numeric
@attribute 'acutediz' numeric
@attribute 'orphdum' numeric
@attribute 'mandiz01' numeric
@attribute 'femdiz01' numeric
@attribute 'peddiz01' numeric
@attribute 'natreg' numeric
@attribute 'natregsq' numeric
@attribute 'wpnoavg3' numeric
@attribute 'vandavg3' numeric
@attribute 'condavg3' numeric
@data
11.6054801940918,1,-0.145999997854233,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,1,1550,0.600000023841858,1,0.0153000000864267,1,37832,2.70000004768372,1,0,0,0,0,0,1,13.5,0.5,0
31.1671199798584,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,1,1121,140,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0.333333313465118
13.1178102493286,1,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,2,1029,76.1100006103516,0,0,0,0,0,0,1,0,0,0,0,1,3.75,0.25,0
5.81917810440063,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,1,1121,0.100000001490116,0,0,1,181077,3.40000009536743,0,1,0,0,0,10,121,0,0,0
12.2958898544312,1,-0.264999985694885,-0.0549999997019768,-0.322499990463257,-0.0920000001788139,0,1,1,4,1237,0.0399999991059303,0,0,0,0,0,1,0,0,0,0,0,1,2.25,0,0
13.4794502258301,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,4,1423,100.849998474121,0,0,0,0,0,1,0,0,0,0,29,900,0.5,0,4.33333301544189
31.068489074707,1,-0.181500002741814,-0.0094999996945262,-0.0804999992251396,-0.00899999961256981,0,1,0,23,996,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,6,0,2
14.2684898376465,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,3,1121,9.1899995803833,1,0,0,0,0,0,0,0,0,0,13,196,15.5,0.25,0
62.6301383972168,0,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,1,1608,20.6000003814697,0,0,1,9666,3.59999990463257,1,0,0,0,0,0,1,0,0,0
18.936990737915,1,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,6,1055,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,12.5,0.5,1
13.1506900787354,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,9,1423,81.8199996948242,1,2.77999997138977,1,491836,9.27999973297119,0,0,0,0,0,79,6400,225.75,13,6.33333301544189
22.0931491851807,1,-0.146999999880791,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,39,1414,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,54.5,0.5,0.666666686534882
40.5369911193848,0,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,3,1608,14.7600002288818,1,0.0883999988436699,1,116868,9.52999973297119,0,0,0,0,0,108,11881,168.5,13.75,7.66666698455811
12,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,11,1608,192,1,0.0995000004768372,0,0,0,0,0,0,0,0,3,16,17.5,2.5,0.333333313465118
16.7671203613281,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,4,1163,0.109999999403954,1,0.0219000000506639,1,120817,7.96000003814697,0,1,0,0,0,56,3249,124,8.5,1.66666698455811
0.591780781745911,1,-0.146999999880791,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,1,1414,0.600000023841858,1,0.0153000000864267,1,37832,2.70000004768372,0,0,0,0,0,3,16,32.25,1.25,0.333333313465118
38.9917793273926,1,-0.181500002741814,-0.0094999996945262,-0.0804999992251396,-0.00899999961256981,0,1,0,7,996,32.6300010681152,1,0.165199995040894,1,457587,3.25,0,0,0,0,0,2,9,5,0,0
40.9643783569336,1,-0.222000002861023,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,2,1043,54.2299995422363,1,0.0203000009059906,1,599591,3.07999992370605,0,0,0,0,0,47,2304,127,2.5,4
3.91232895851135,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,16,1608,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,324,1.25,11
12,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,1,1608,0.759999990463257,0,0,1,8530,3.63000011444092,0,0,1,0,0,0,1,2,0,0
13.4794502258301,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,53,1673,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,45.5,3,0.666666686534882
15.9452104568481,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,5,1708,128.479995727539,1,0.00270000007003546,0,0,0,0,0,0,0,0,188,35721,131,8.25,4
29.8191795349121,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,35,1368,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,50.25,0.25,3
29.8191795349121,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,34,1368,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,50.25,0.25,3
26.9917793273926,1,-0.264999985694885,-0.0549999997019768,-0.322499990463257,-0.0920000001788139,0,1,1,8,1237,81.8199996948242,1,2.77999997138977,1,491836,9.27999973297119,0,0,0,0,0,79,6400,225.25,8.5,8
52.043830871582,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,13,1121,32.6300010681152,1,0.165199995040894,1,457587,3.25,0,1,0,0,0,2,9,5,0,0
29.9835605621338,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,28,1121,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,44.5,0.25,3.66666698455811
8.08767127990723,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,2,1121,0.150000005960464,1,0.0146000003442168,1,20777,7.09999990463257,0,0,0,1,0,9,100,5,0.25,0
32.975341796875,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,6,1163,192,1,0.0995000004768372,0,0,0,0,0,0,0,0,3,16,25.75,2.25,3.33333301544189
20.8109607696533,1,-0.264999985694885,-0.0549999997019768,-0.322499990463257,-0.0920000001788139,0,1,1,12,1237,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,15.5,0,0.666666686534882
21.5342502593994,1,-0.264999985694885,-0.0549999997019768,-0.322499990463257,-0.0920000001788139,0,1,1,6,1237,0.109999999403954,1,0.0219000000506639,1,120817,7.96000003814697,0,1,0,0,0,56,3249,155.5,10,2
6.24657487869263,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,5,1368,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,309.75,0.75,42.6666717529297
5.26027393341064,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,4,1423,0.150000005960464,1,0.0146000003442168,1,20777,7.09999990463257,0,0,0,1,0,9,100,20.25,2,0.333333313465118
42.6082191467285,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,19,1423,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,20,0,1.33333301544189
5.85205507278442,1,-0.146999999880791,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,10,1414,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,1,0,0,0,24,625,353.25,1.75,24
3.51780796051025,0,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,16,1608,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,324,1.25,11
11.6383600234985,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,3,1708,15.4499998092651,1,0.12899999320507,1,983538,5.19000005722046,1,0,0,0,0,1,4,363.25,4.5,0.333333313465118
40.7671203613281,1,-0.228000000119209,-0.0750000029802322,-0.407000005245209,-0.125,1,1,1,22,1119,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,5,0,2
18.936990737915,1,-0.181500002741814,-0.0094999996945262,-0.0804999992251396,-0.00899999961256981,0,1,0,2,996,0.0399999991059303,1,0.000199999994947575,1,3976,4.59999990463257,0,0,1,0,0,1,4,2.25,0,0
45.5013694763184,1,-0.181500002741814,-0.0094999996945262,-0.0804999992251396,-0.00899999961256981,0,1,0,7,996,30,0,0,0,0,0,0,0,0,0,0,18,361,68.25,0.25,0
35.3753395080566,1,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,8,1029,32.6300010681152,1,0.165199995040894,1,457587,3.25,0,0,0,0,0,2,9,3.5,0,0
12.6904096603394,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,3,1053,0.0399999991059303,1,0.000199999994947575,1,3976,4.59999990463257,0,1,1,0,0,1,4,2,0,0
122.498596191406,1,-0.181500002741814,-0.0094999996945262,-0.0804999992251396,-0.00899999961256981,0,1,0,2,996,128.479995727539,1,0.00270000007003546,0,0,0,0,0,0,0,0,188,35721,119.75,6.5,7
46.5534210205078,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,4,1163,100,0,0,0,0,0,0,0,0,0,0,1,4,22.5,0.5,0
18.7397308349609,1,-0.264999985694885,-0.0549999997019768,-0.322499990463257,-0.0920000001788139,0,1,1,1,1237,39,1,0.00170000002253801,1,220647,3.32999992370605,1,0,0,0,0,3,16,25.5,0,1.33333301544189
67.2986297607422,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,5,1368,93.9100036621094,0,0,1,3879,1.89999997615814,1,0,0,0,0,29,900,1.75,0,6
70.783561706543,1,-0.228000000119209,-0.0750000029802322,-0.407000005245209,-0.125,1,1,1,2,1119,5,0,0,0,0,0,0,1,0,0,0,1,4,0.5,0,0
55.2986297607422,1,-0.222000002861023,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,1,1043,128.479995727539,1,0.00270000007003546,0,0,0,0,0,0,0,0,188,35721,123,7.5,7
22.191780090332,0,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,3,1055,76.1100006103516,0,0,0,0,0,0,0,0,0,0,0,1,3,0.25,0
35.6383590698242,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,29,1121,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,44.5,0.25,3.66666698455811
6.4438362121582,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,1,1163,20,0,0,1,18429,8.80000019073486,0,0,0,0,0,12,169,1.25,0,0
11.8684902191162,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,46,1608,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,45.75,0.5,0.333333313465118
23.7369899749756,1,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,6,1062,81.8199996948242,1,2.77999997138977,1,491836,9.27999973297119,0,0,0,0,0,79,6400,134.25,12.5,6.66666698455811
3.2219181060791,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,20,1708,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,323,2,11
33.5999984741211,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,12,1053,32.6300010681152,1,0.165199995040894,1,457587,3.25,0,0,0,0,0,2,9,5,0,0
69.9945220947266,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,4,1053,46.3300018310547,1,0.0203000009059906,1,599591,3.07999992370605,0,0,0,0,1,47,2304,44.5,1.75,2.33333301544189
82.1589126586914,1,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,1,1055,448.549987792969,1,0.00270000007003546,1,3082,5.53000020980835,1,0,0,0,0,3,16,186,6,0.333333313465118
82.1589126586914,1,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,2,1055,448.549987792969,1,0.00270000007003546,1,3082,5.53000020980835,1,0,0,0,0,3,16,186,6,0.333333313465118
8.51506805419922,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,4,1708,14.7600002288818,1,0.0883999988436699,1,116868,9.52999973297119,0,0,0,0,0,108,11881,200.25,12,5.66666698455811
114.969902038574,1,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,9,1029,192,1,0.0995000004768372,0,0,0,0,1,0,0,0,3,16,9.5,0.75,0
21.9616394042969,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,1,1163,1.0900000333786,1,0.194000005722046,1,120834,1.95000004768372,0,1,0,1,0,49,2500,66.75,14.75,2.66666698455811
8.41643810272217,1,-0.146999999880791,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,2,1414,0.0199999995529652,1,0.00999999977648258,1,4100,28.8999996185303,0,0,0,0,0,4,25,22.5,6,0.666666686534882
8.41643810272217,1,-0.146999999880791,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,1,1414,0.0199999995529652,1,0.00999999977648258,1,4100,28.8999996185303,0,0,0,0,0,4,25,22.5,6,0.666666686534882
2.89315104484558,0,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,9,1796,46.3300018310547,1,0.0203000009059906,1,599591,3.07999992370605,0,0,0,0,1,47,2304,165.5,9,2.66666698455811
25.9068508148193,1,-0.222000002861023,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,1,1043,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,7,0,2
51.287670135498,1,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,1,1029,0.159999996423721,1,0.0740000009536743,1,86252,6.40000009536743,0,1,0,0,0,2,9,9.25,0.5,2
14.7616395950317,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,2,1163,1.42999994754791,0,0,1,181077,3.40000009536743,0,0,0,0,0,10,121,4.25,0,0
25.5452098846436,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,5,1368,46.3300018310547,1,0.0203000009059906,1,599591,3.07999992370605,0,0,0,0,1,47,2304,73,3,1.33333301544189
18.7068500518799,1,-0.145999997854233,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,44,1550,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,48.5,0.25,0.333333313465118
4.37260293960571,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,11,1608,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,344.25,1.5,15
4.37260293960571,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,12,1608,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,344.25,1.5,15
11.9342498779297,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,20,1608,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,32.75,0.75,2.33333301544189
5.78630113601685,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,21,1708,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,323,2,11
5.95068502426147,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,22,1708,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,323,2,11
8.97534275054932,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,3,1708,448.549987792969,1,0.00270000007003546,1,3082,5.53000020980835,1,0,0,0,0,3,16,238,23.5,0.333333313465118
8.51506805419922,0,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,23,1796,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,324.5,2.75,11
8.74520587921143,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,5,1608,0.0399999991059303,0,0,0,0,0,1,0,0,0,0,0,1,1.5,0,0
14.0712299346924,0,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,23,1796,0.219999998807907,1,0.0579000003635883,1,123767,9.0600004196167,1,0,0,0,0,24,625,324.5,2.75,11
26.6958904266357,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,27,1121,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,44.5,0.25,3.66666698455811
26.6958904266357,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,27,1121,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,44.5,0.25,3.66666698455811
21.9945201873779,0,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,2,1423,14.7600002288818,1,0.0883999988436699,1,116868,9.52999973297119,0,0,0,0,0,108,11881,128.25,11,14
30.4767093658447,1,-0.145999997854233,-0.0820000022649765,-0.35699999332428,-0.0920000001788139,1,1,1,6,1550,1.29999995231628,1,0.150000005960464,1,134882,3.03999996185303,0,0,1,0,0,9,100,56.75,9,0.666666686534882
11.8356199264526,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,4,1608,93.9100036621094,0,0,1,3879,1.89999997615814,1,0,0,0,0,29,900,2.5,0,4.33333301544189
23.4410991668701,1,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,6,1608,1.42999994754791,0,0,1,181077,3.40000009536743,0,0,0,0,0,10,121,5.5,0,0
40.1095886230469,0,0.1875,0.158999994397163,0.0489999987185001,-0.00499999988824129,1,0,0,3,1608,37.4700012207031,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6.04931497573853,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,9,1708,15,1,0.00769999995827675,0,0,0,0,0,0,0,0,9,100,1,0,1
4.56986284255981,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,6,1708,0.0399999991059303,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23.243839263916,1,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,3,1029,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,10,0,2
23.243839263916,1,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,3,1029,445,0,0,1,93293,13.3000001907349,1,0,0,0,0,1,4,10,0,2
28.5369892120361,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,4,1053,1.29999995231628,1,0.150000005960464,1,134882,3.03999996185303,0,0,1,0,0,9,100,11.25,3,0
10.8493099212646,1,-0.228000000119209,-0.0750000029802322,-0.407000005245209,-0.125,1,1,1,1,1119,11.3400001525879,0,0,0,0,0,1,0,0,1,0,0,1,0.5,0,0
26.6958904266357,0,-0.212999999523163,-0.0579999983310699,-0.0804999992251396,-0.00899999961256981,0,1,0,1,1029,0.0399999991059303,1,0.0199999995529652,1,15549,10.1999998092651,0,0,0,0,0,6,49,13.5,2.75,2
46.1260299682617,1,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,1,1062,93.9100036621094,0,0,1,3879,1.89999997615814,1,0,0,0,0,29,900,1.25,0,7.33333301544189
19.3315105438232,1,-0.176499992609024,-0.0509999990463257,-0.0804999992251396,-0.00899999961256981,0,1,0,3,1055,11.3400001525879,0,0,0,0,0,1,0,0,1,0,0,1,2.5,0,0
36.2301406860352,1,-0.179000005125999,-0.0570000000298023,-0.36149999499321,-0.0869999974966049,0,1,1,3,1053,27.6399993896484,0,0,1,395755,4.59000015258789,1,0,0,0,0,0,1,6.25,0,1.66666698455811
7.52876710891724,1,-0.226500004529953,-0.0549999997019768,-0.36149999499321,-0.0920000001788139,0,1,1,1,1163,0.479999989271164,1,0.0443000011146069,1,85695,10.3999996185303,0,0,0,0,0,2,9,24.25,6.5,0
13.906849861145,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,7,1368,0.109999999403954,1,0.0219000000506639,1,120817,7.96000003814697,0,0,0,0,0,56,3249,154.5,11,1
25.5780792236328,1,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,4,1368,54.3199996948242,0,0,1,9666,3.59999990463257,1,0,0,0,0,0,1,2.25,0,0
30.1150703430176,0,-0.256000012159348,-0.0769999995827675,-0.35699999332428,-0.108000002801418,0,1,1,36,1368,115.680000305176,1,0.0995000004768372,1,75172,3,0,0,0,0,0,12,169,50.25,0.25,3
2.56438398361206,0,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,7,1673,1.29999995231628,1,0.150000005960464,1,134882,3.03999996185303,0,0,1,0,0,9,100,122,13.25,0.333333313465118
18.0164394378662,0,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,1,1673,3.80999994277954,1,0.595499992370605,1,572789,6.69999980926514,1,0,0,0,0,54,3025,325.25,3.75,3.66666698455811
8.28493118286133,1,0.213499993085861,0.153999999165535,-0.010499999858439,0.114000000059605,1,0,0,1,1708,0.0599999986588955,1,0.00510000018402934,1,833,10.6000003814697,0,1,0,0,0,3,16,0,0.25,0
